applicationId,nodeId,viewTimestamp,companyId,userId,userEmail,session,pageId,pageName,processTime,portletId,portletSetup,portletAdditionalConfig
educamadrid,emportal51,2015-08-07T12:20:52.097,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11387,/welcome,679,liferayreports_WAR_liferayreports,{},
educamadrid,emportal51,2015-08-07T12:20:52.097,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11387,/welcome,679,58,{},
educamadrid,emportal51,2015-08-07T12:20:52.097,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11387,/welcome,679,56_INSTANCE_w5uNtDt0Izrv,"{groupId=[10181], articleId=[WELCOME], portletSetupShowBorders=[false]}",
educamadrid,emportal51,2015-08-07T12:20:52.808,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11717,/3,34,33,{},
educamadrid,emportal51,2015-08-07T12:20:52.808,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11717,/3,34,148_INSTANCE_DEpGDIsaFpfs,"{displayStyle=[cloud], showAssetCount=[true], showZeroAssetCount=[false], maxAssetTags=[10], classNameId=[10007]}",
educamadrid,emportal51,2015-08-07T12:20:52.808,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11717,/3,34,114,{},
educamadrid,emportal51,2015-08-07T12:20:54.452,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11387,/welcome,33,liferayreports_WAR_liferayreports,{},
educamadrid,emportal51,2015-08-07T12:20:54.452,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11387,/welcome,33,58,{},
educamadrid,emportal51,2015-08-07T12:20:54.452,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11387,/welcome,33,56_INSTANCE_w5uNtDt0Izrv,"{groupId=[10181], articleId=[WELCOME], portletSetupShowBorders=[false]}",
educamadrid,emportal51,2015-08-07T12:20:39.470,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11717,/3,516,33,{},
educamadrid,emportal51,2015-08-07T12:20:39.470,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11717,/3,516,148_INSTANCE_DEpGDIsaFpfs,"{displayStyle=[cloud], showAssetCount=[true], showZeroAssetCount=[false], maxAssetTags=[10], classNameId=[10007]}",
educamadrid,emportal51,2015-08-07T12:20:39.470,10434,10154,admin@cgi.com,37C4AAA71AE1E93C42DC12FCCD3A163F,11717,/3,516,114,{},
educamadrid,emportal51,2015-08-07T12:24:08.520,10158,10154,default@liferay.com,897A4C9ED8744D913D00BB18FA498541,11711,/pepe,101,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:08.520,10158,10154,default@liferay.com,897A4C9ED8744D913D00BB18FA498541,11711,/pepe,101,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:07.479,10158,10154,default@liferay.com,0A05B399C722F81F7B62AACB16B358E4,12601,/contenido,57,56_INSTANCE_ZsdzDSePw3PF,"{ddmTemplateKey=[], enableComments=[false], extensions=null, enableRelatedAssets=[true], enableCommentRatings=[false], enableViewCountIncrement=[true], groupId=[10181], articleId=[WELCOME], enableRatings=[false], showAvailableLocales=[false], enablePrint=[false]}",
educamadrid,emportal51,2015-08-07T12:24:07.479,10158,10154,default@liferay.com,0A05B399C722F81F7B62AACB16B358E4,12601,/contenido,57,56_INSTANCE_8ZmMlYLALK3f,"{groupId=[10181], articleId=[12611]}",
educamadrid,emportal51,2015-08-07T12:24:07.478,10158,10154,default@liferay.com,950EFFA2F86FF2AFF11C8459AEB9F2D3,12601,/contenido,56,56_INSTANCE_ZsdzDSePw3PF,"{ddmTemplateKey=[], enableComments=[false], extensions=null, enableRelatedAssets=[true], enableCommentRatings=[false], enableViewCountIncrement=[true], groupId=[10181], articleId=[WELCOME], enableRatings=[false], showAvailableLocales=[false], enablePrint=[false]}",
educamadrid,emportal51,2015-08-07T12:24:07.478,10158,10154,default@liferay.com,950EFFA2F86FF2AFF11C8459AEB9F2D3,12601,/contenido,56,56_INSTANCE_8ZmMlYLALK3f,"{groupId=[10181], articleId=[12611]}",
educamadrid,emportal51,2015-08-07T12:24:08.520,10158,10154,default@liferay.com,6657A47EA9F104107A0A1FCC5C156DFB,11711,/pepe,101,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:08.520,10158,10154,default@liferay.com,6657A47EA9F104107A0A1FCC5C156DFB,11711,/pepe,101,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:08.541,10158,10154,default@liferay.com,0A05B399C722F81F7B62AACB16B358E4,11711,/pepe,44,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:08.541,10158,10154,default@liferay.com,0A05B399C722F81F7B62AACB16B358E4,11711,/pepe,44,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:08.549,10158,10154,default@liferay.com,950EFFA2F86FF2AFF11C8459AEB9F2D3,11711,/pepe,50,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:08.549,10158,10154,default@liferay.com,950EFFA2F86FF2AFF11C8459AEB9F2D3,11711,/pepe,50,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:10.453,10158,10154,default@liferay.com,C4BDAB13345395B9D9A1C20DEC38F166,11711,/pepe,38,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:10.453,10158,10154,default@liferay.com,C4BDAB13345395B9D9A1C20DEC38F166,11711,/pepe,38,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:09.613,10158,10154,default@liferay.com,6657A47EA9F104107A0A1FCC5C156DFB,12601,/contenido,58,56_INSTANCE_ZsdzDSePw3PF,"{ddmTemplateKey=[], enableComments=[false], extensions=null, enableRelatedAssets=[true], enableCommentRatings=[false], enableViewCountIncrement=[true], groupId=[10181], articleId=[WELCOME], enableRatings=[false], showAvailableLocales=[false], enablePrint=[false]}",
educamadrid,emportal51,2015-08-07T12:24:09.613,10158,10154,default@liferay.com,6657A47EA9F104107A0A1FCC5C156DFB,12601,/contenido,58,56_INSTANCE_8ZmMlYLALK3f,"{groupId=[10181], articleId=[12611]}",
educamadrid,emportal51,2015-08-07T12:24:10.453,10158,10154,default@liferay.com,41F0C84ED8AC9E15D67710CC63C7E70A,11711,/pepe,39,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:10.453,10158,10154,default@liferay.com,41F0C84ED8AC9E15D67710CC63C7E70A,11711,/pepe,39,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:11.443,10158,10154,default@liferay.com,08C3C86DD89011C896BEF1EE1655F410,11711,/pepe,32,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:11.443,10158,10154,default@liferay.com,08C3C86DD89011C896BEF1EE1655F410,11711,/pepe,32,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:11.572,10158,10154,default@liferay.com,897A4C9ED8744D913D00BB18FA498541,12601,/contenido,25,56_INSTANCE_ZsdzDSePw3PF,"{ddmTemplateKey=[], enableComments=[false], extensions=null, enableRelatedAssets=[true], enableCommentRatings=[false], enableViewCountIncrement=[true], groupId=[10181], articleId=[WELCOME], enableRatings=[false], showAvailableLocales=[false], enablePrint=[false]}",
educamadrid,emportal51,2015-08-07T12:24:11.572,10158,10154,default@liferay.com,897A4C9ED8744D913D00BB18FA498541,12601,/contenido,25,56_INSTANCE_8ZmMlYLALK3f,"{groupId=[10181], articleId=[12611]}",
educamadrid,emportal51,2015-08-07T12:24:12.465,10158,10154,default@liferay.com,6A3CD4ECBBB763A8C01C44F3CF488D3F,11711,/pepe,55,3_WAR_opensocialportlet_INSTANCE_En5Kn1aFsBWY,{},
educamadrid,emportal51,2015-08-07T12:24:12.465,10158,10154,default@liferay.com,6A3CD4ECBBB763A8C01C44F3CF488D3F,11711,/pepe,55,110_INSTANCE_t8eM93SvuZTx,"{showSubfolders=[true], showFoldersSearch=[false], fileEntryColumns=[name,size], folderColumns=[name,num-of-folders,num-of-documents]}",
educamadrid,emportal51,2015-08-07T12:24:11.600,10158,10154,default@liferay.com,950EFFA2F86FF2AFF11C8459AEB9F2D3,12601,/contenido,18,56_INSTANCE_ZsdzDSePw3PF,"{ddmTemplateKey=[], enableComments=[false], extensions=null, enableRelatedAssets=[true], enableCommentRatings=[false], enableViewCountIncrement=[true], groupId=[10181], articleId=[WELCOME], enableRatings=[false], showAvailableLocales=[false], enablePrint=[false]}",
educamadrid,emportal51,2015-08-07T12:24:11.600,10158,10154,default@liferay.com,950EFFA2F86FF2AFF11C8459AEB9F2D3,12601,/contenido,18,56_INSTANCE_8ZmMlYLALK3f,"{groupId=[10181], articleId=[12611]}",
